captured_at	kick_off	min_to_ko	type	match	bet	odds	confidence	change	opening	edge	fair_odds	kelly	reason
20:37:54	20:45	7	STEAM	Lancaster vs Rushall	1 (Lancaster)	1.81	95%	-8.1%	1.97				Steam move: odds dropped -8.1% | Sustained odds drop: 1.97 → 1.81 (-8.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1632 snapshots — robust data
20:37:54	20:45	7	STEAM	Bishop's Stortford vs Harborough	2 (Harborough)	1.65	95%	-8.3%	1.80				Steam move: odds dropped -8.3% | Sustained odds drop: 1.80 → 1.65 (-8.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1615 snapshots — robust data
20:37:54	20:45	7	STEAM	Chertsey vs Dorchester	1 (Chertsey)	1.88	95%	-10.1%	2.09				Steam move: odds dropped -10.1% | Sustained odds drop: 2.09 → 1.88 (-10.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1614 snapshots — robust data
20:37:54	20:45	7	STEAM	Wingate & Finchley vs Burgess Hill	1 (Wingate & Finchley)	2.11	80%	-8.3%	2.30				Steam move: odds dropped -8.3% | Sustained odds drop: 2.30 → 2.11 (-8.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1802 snapshots — robust data
20:37:54	20:45	7	STEAM	Morecambe vs Tamworth	1 (Morecambe)	2.25	80%	-5.5%	2.38				Steam move: odds dropped -5.5% | Sustained odds drop: 2.38 → 2.25 (-5.5%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1778 snapshots — robust data
20:37:54	20:45	7	STEAM	Solihull Moors vs Eastleigh	1 (Solihull Moors)	1.68	80%	-5.6%	1.78				Steam move: odds dropped -5.6% | Sustained odds drop: 1.78 → 1.68 (-5.6%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1768 snapshots — robust data
20:37:54	20:45	7	STEAM	Carlisle vs Scunthorpe	2 (Scunthorpe)	2.71	80%	-9.1%	2.98				Steam move: odds dropped -9.1% | Sustained odds drop: 2.98 → 2.71 (-9.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1759 snapshots — robust data
20:37:54	20:45	7	STEAM	AFC Telford vs Hereford	1 (AFC Telford)	1.72	80%	-6.5%	1.84				Steam move: odds dropped -6.5% | Sustained odds drop: 1.84 → 1.72 (-6.5%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1732 snapshots — robust data
20:37:54	20:45	7	STEAM	Chester vs Alfreton	2 (Alfreton)	3.85	80%	-14.1%	4.48				Steam move: odds dropped -14.1% | Sustained odds drop: 4.48 → 3.85 (-14.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1728 snapshots — robust data
20:37:54	20:45	7	STEAM	Chorley vs Southport	2 (Southport)	3.07	80%	-21.3%	3.90				Steam move: odds dropped -21.3% | Sustained odds drop: 3.90 → 3.07 (-21.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1728 snapshots — robust data
20:37:54	20:45	7	STEAM	Darlington vs Radcliffe	2 (Radcliffe)	2.74	80%	-6.2%	2.92				Steam move: odds dropped -6.2% | Sustained odds drop: 2.92 → 2.74 (-6.2%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1729 snapshots — robust data
20:37:54	20:45	7	STEAM	King’s Lynn vs Worksop	2 (Worksop)	3.33	80%	-9.0%	3.66				Steam move: odds dropped -9.0% | Sustained odds drop: 3.66 → 3.33 (-9.0%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1723 snapshots — robust data
20:37:54	20:45	7	STEAM	Dorking vs Dover	1 (Dorking)	1.37	80%	-6.8%	1.47				Steam move: odds dropped -6.8% | Sustained odds drop: 1.47 → 1.37 (-6.8%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1705 snapshots — robust data
20:37:54	20:45	7	STEAM	Hornchurch vs Chelmsford	2 (Chelmsford)	3.12	80%	-5.2%	3.29				Steam move: odds dropped -5.2% | Sustained odds drop: 3.29 → 3.12 (-5.2%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1630 snapshots — robust data
20:37:54	20:45	7	STEAM	Slough vs Weston-super-Mare	1 (Slough)	2.48	80%	-15.7%	2.94				Steam move: odds dropped -15.7% | Sustained odds drop: 2.94 → 2.48 (-15.7%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1631 snapshots — robust data
20:37:54	20:45	7	STEAM	Hednesford vs Hebburn Town	1 (Hednesford)	1.88	80%	-7.4%	2.03				Steam move: odds dropped -7.4% | Sustained odds drop: 2.03 → 1.88 (-7.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1630 snapshots — robust data
20:37:54	20:45	7	STEAM	Yate Town vs Poole	X (Draw)	3.45	80%	-7.5%	3.73				Steam move: odds dropped -7.5% | Sustained odds drop: 3.73 → 3.45 (-7.5%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1615 snapshots — robust data
20:37:54	20:45	7	STEAM	Hertha Berlin vs Freiburg	1 (Hertha Berlin)	2.76	80%	-16.1%	3.29				Steam move: odds dropped -16.1% | Sustained odds drop: 3.29 → 2.76 (-16.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1617 snapshots — robust data
20:37:54	20:45	7	STEAM	Carrick Rangers vs Glenavon	1 (Carrick Rangers)	1.64	80%	-5.8%	1.74				Steam move: odds dropped -5.8% | Sustained odds drop: 1.74 → 1.64 (-5.8%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1612 snapshots — robust data
20:37:54	20:45	7	STEAM	Cliftonville vs Bangor FC	2 (Bangor FC)	4.41	80%	-14.7%	5.17				Steam move: odds dropped -14.7% | Sustained odds drop: 5.17 → 4.41 (-14.7%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1609 snapshots — robust data
20:37:54	20:45	7	STEAM	Linfield vs Dungannon	1 (Linfield)	1.41	80%	-5.4%	1.49				Steam move: odds dropped -5.4% | Sustained odds drop: 1.49 → 1.41 (-5.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1605 snapshots — robust data
20:37:54	20:45	7	STEAM	Montrose vs Peterhead	1 (Montrose)	2.27	80%	-7.0%	2.44				Steam move: odds dropped -7.0% | Sustained odds drop: 2.44 → 2.27 (-7.0%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1603 snapshots — robust data
20:37:54	20:45	7	STEAM	Annan vs Dumbarton	2 (Dumbarton)	3.43	80%	-8.0%	3.73				Steam move: odds dropped -8.0% | Sustained odds drop: 3.73 → 3.43 (-8.0%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1586 snapshots — robust data
20:37:54	20:45	7	STEAM	Brickfield vs Guilsfield	X (Draw)	3.52	80%	-7.4%	3.80				Steam move: odds dropped -7.4% | Sustained odds drop: 3.80 → 3.52 (-7.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1586 snapshots — robust data
20:37:54	20:45	7	STEAM	Flint Mountain vs Buckley	2 (Buckley)	2.20	80%	-8.3%	2.40				Steam move: odds dropped -8.3% | Sustained odds drop: 2.40 → 2.20 (-8.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1586 snapshots — robust data
20:37:54	20:45	7	STEAM	Aldershot vs Southend	1 (Aldershot)	3.28	80%	-9.1%	3.61				Steam move: odds dropped -9.1% | Sustained odds drop: 3.61 → 3.28 (-9.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 438 snapshots — robust data
20:37:54	20:45	7	STEAM	Crawley vs Cambridge Utd	1 (Crawley)	3.18	65%	-5.6%	3.37				Steam move: odds dropped -5.6% | Sustained odds drop: 3.37 → 3.18 (-5.6%) | Only 7 min to kick-off — late data is more reliable | 1795 snapshots — robust data
20:37:54	20:45	7	STEAM	Tonbridge vs Maidenhead	1 (Tonbridge)	3.50	65%	-5.4%	3.70				Steam move: odds dropped -5.4% | Sustained odds drop: 3.70 → 3.50 (-5.4%) | Only 7 min to kick-off — late data is more reliable | 1631 snapshots — robust data
20:37:54	20:45	7	STEAM	Stratford vs Halesowen	X (Draw)	3.35	65%	-6.7%	3.59				Steam move: odds dropped -6.7% | Sustained odds drop: 3.59 → 3.35 (-6.7%) | Only 7 min to kick-off — late data is more reliable | 1625 snapshots — robust data
20:37:54	20:45	7	STEAM	Royston vs Bury Town	X (Draw)	3.32	65%	-6.2%	3.54				Steam move: odds dropped -6.2% | Sustained odds drop: 3.54 → 3.32 (-6.2%) | Only 7 min to kick-off — late data is more reliable | 1619 snapshots — robust data
20:37:54	20:45	7	STEAM	Bracknell vs Berkhamsted	X (Draw)	3.46	65%	-5.2%	3.65				Steam move: odds dropped -5.2% | Sustained odds drop: 3.65 → 3.46 (-5.2%) | Only 7 min to kick-off — late data is more reliable | 1618 snapshots — robust data
20:37:54	20:45	7	STEAM	St Johnstone vs Ayr	2 (Ayr)	5.15	65%	-6.7%	5.52				Steam move: odds dropped -6.7% | Sustained odds drop: 5.52 → 5.15 (-6.7%) | Only 7 min to kick-off — late data is more reliable | 1710 snapshots — robust data
20:37:54	20:45	7	STEAM	Clyde vs Elgin City	2 (Elgin City)	3.16	65%	-7.9%	3.43				Steam move: odds dropped -7.9% | Sustained odds drop: 3.43 → 3.16 (-7.9%) | Only 7 min to kick-off — late data is more reliable | 1586 snapshots — robust data
20:37:54	20:45	7	STEAM	Sporting W vs Hammarby W	2 (Hammarby W)	3.29	65%	-5.2%	3.47				Steam move: odds dropped -5.2% | Sustained odds drop: 3.47 → 3.29 (-5.2%) | Only 7 min to kick-off — late data is more reliable | 122 snapshots — robust data
20:37:54	20:45	7	SUSTAINED_DROP	King’s Lynn vs Worksop	X (Draw)	3.11	50%	-8.3%	3.39				Sustained odds drop: 3.39 → 3.11 (-8.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1723 snapshots — robust data
20:37:54	20:45	7	SUSTAINED_DROP	Stratford vs Halesowen	1 (Stratford)	2.70	50%	-20.6%	3.40				Sustained odds drop: 3.40 → 2.70 (-20.6%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1625 snapshots — robust data
20:37:54	20:45	7	SUSTAINED_DROP	Flint Mountain vs Buckley	X (Draw)	3.68	50%	-8.0%	4.00				Sustained odds drop: 4.00 → 3.68 (-8.0%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1586 snapshots — robust data
20:37:54	20:45	7	SUSTAINED_DROP	Cliftonville vs Bangor FC	X (Draw)	3.69	35%	-7.5%	3.99				Sustained odds drop: 3.99 → 3.69 (-7.5%) | Only 7 min to kick-off — late data is more reliable | 1609 snapshots — robust data
20:37:54	20:45	7	MIXED	Oxford Utd vs Norwich	X (Draw)	3.19	30%	-4.2%	3.33				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1802 snapshots — robust data
20:37:54	20:45	7	MIXED	Shrewsbury vs Barrow	1 (Shrewsbury)	2.31	30%	-2.9%	2.38				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1795 snapshots — robust data
20:37:54	20:45	7	MIXED	Buxton vs Peterborough Sports	2 (Peterborough Sports)	3.96	30%	-3.9%	4.12				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1729 snapshots — robust data
20:37:54	20:45	7	MIXED	Ebbsfleet vs Enfield Town	1 (Ebbsfleet)	1.42	30%	-2.1%	1.45				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1682 snapshots — robust data
20:37:54	20:45	7	MIXED	Stockton vs Prescot	1 (Stockton)	1.76	30%	-2.8%	1.81				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1628 snapshots — robust data
20:37:54	20:45	7	MIXED	Tiverton vs Wimborne	2 (Wimborne)	1.94	30%	-3.5%	2.01				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1615 snapshots — robust data
20:37:54	20:45	7	MIXED	York City vs Hartlepool	1 (York City)	1.26	30%	-3.1%	1.30				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 438 snapshots — robust data
20:37:54	20:45	7	MIXED	Bayern Munich vs RB Leipzig	1 (Bayern Munich)	1.27	30%	-2.3%	1.30				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 438 snapshots — robust data
20:37:54	20:45	7	MIXED	Falkirk vs Dundee FC	1 (Falkirk)	1.64	30%	-2.4%	1.68				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 438 snapshots — robust data
20:54:30	21:00	5	STEAM	Gimnasia L.P. 2 vs Instituto 2	2 (Instituto 2)	2.94	95%	-11.5%	3.32				Steam move: odds dropped -11.5% | Sustained odds drop: 3.32 → 2.94 (-11.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 1518 snapshots — robust data
20:54:30	21:00	5	STEAM	Birmingham vs West Brom	1 (Birmingham)	1.72	95%	-9.5%	1.90				Steam move: odds dropped -9.5% | Sustained odds drop: 1.90 → 1.72 (-9.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 1598 snapshots — robust data
20:54:30	21:00	5	STEAM	Motherwell vs Rangers	2 (Rangers)	2.09	95%	-9.1%	2.30				Steam move: odds dropped -9.1% | Sustained odds drop: 2.30 → 2.09 (-9.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 441 snapshots — robust data
20:54:30	21:00	5	STEAM	Union de Santa Fe 2 vs Aldosivi 2	2 (Aldosivi 2)	3.62	80%	-12.8%	4.15				Steam move: odds dropped -12.8% | Sustained odds drop: 4.15 → 3.62 (-12.8%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 1518 snapshots — robust data
20:54:30	21:00	5	STEAM	Napoli vs Como	2 (Como)	2.69	80%	-15.1%	3.17				Steam move: odds dropped -15.1% | Sustained odds drop: 3.17 → 2.69 (-15.1%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 1592 snapshots — robust data
20:54:30	21:00	5	STEAM	Paris FC W vs Real Madrid W	2 (Real Madrid W)	1.64	80%	-5.8%	1.74				Steam move: odds dropped -5.8% | Sustained odds drop: 1.74 → 1.64 (-5.8%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 441 snapshots — robust data
20:54:30	21:00	5	STEAM	Nijmegen vs Utrecht	1 (Nijmegen)	1.72	80%	-7.0%	1.85				Steam move: odds dropped -7.0% | Sustained odds drop: 1.85 → 1.72 (-7.0%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 441 snapshots — robust data
20:54:30	21:00	5	STEAM	Portuguesa RJ vs Nova Iguacu	X (Draw)	2.69	65%	-7.2%	2.90				Steam move: odds dropped -7.2% | Sustained odds drop: 2.90 → 2.69 (-7.2%) | Only 6 min to kick-off — late data is more reliable | 590 snapshots — robust data
20:54:30	21:00	5	STEAM	Swindon vs Newport	2 (Newport)	5.63	65%	-5.2%	5.94				Steam move: odds dropped -5.2% | Sustained odds drop: 5.94 → 5.63 (-5.2%) | Only 6 min to kick-off — late data is more reliable | 441 snapshots — robust data
20:54:30	21:00	5	SUSTAINED_DROP	Napoli vs Como	X (Draw)	2.97	35%	-6.0%	3.16				Sustained odds drop: 3.16 → 2.97 (-6.0%) | Only 6 min to kick-off — late data is more reliable | 1592 snapshots — robust data
21:07:03	21:15	8	STEAM	Murata vs Juvenes/Dogana	2 (Juvenes/Dogana)	1.37	95%	-14.4%	1.60				Steam move: odds dropped -14.4% | Sustained odds drop: 1.60 → 1.37 (-14.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 1602 snapshots — robust data
21:07:03	21:15	8	STEAM	La Fiorita vs Fiorentino	X (Draw)	4.20	95%	-8.7%	4.60				Steam move: odds dropped -8.7% | Sustained odds drop: 4.60 → 4.20 (-8.7%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 443 snapshots — robust data
21:07:03	21:15	8	STEAM	Pacos Ferreira vs Sporting CP B	2 (Sporting CP B)	2.22	80%	-11.6%	2.51				Steam move: odds dropped -11.6% | Sustained odds drop: 2.51 → 2.22 (-11.6%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 1602 snapshots — robust data
21:07:03	21:15	8	STEAM	Faetano vs Cosmos	X (Draw)	3.51	80%	-8.8%	3.85				Steam move: odds dropped -8.8% | Sustained odds drop: 3.85 → 3.51 (-8.8%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 1602 snapshots — robust data
21:07:03	21:15	8	STEAM	Virtus vs Libertas	X (Draw)	4.97	80%	-17.2%	6.00				Steam move: odds dropped -17.2% | Sustained odds drop: 6.00 → 4.97 (-17.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 443 snapshots — robust data
21:07:03	21:15	8	STEAM	Pennarossa vs Tre Fiori	X (Draw)	5.51	80%	-8.2%	6.00				Steam move: odds dropped -8.2% | Sustained odds drop: 6.00 → 5.51 (-8.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 443 snapshots — robust data
21:07:03	21:15	8	STEAM	Comerciantes Unidos vs Los Chankas	2 (Los Chankas)	3.20	80%	-9.1%	3.52				Steam move: odds dropped -9.1% | Sustained odds drop: 3.52 → 3.20 (-9.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 165 snapshots — robust data
21:07:03	21:15	8	STEAM	Sunderland vs Liverpool	X (Draw)	3.83	65%	-5.9%	4.07				Steam move: odds dropped -5.9% | Sustained odds drop: 4.07 → 3.83 (-5.9%) | Only 8 min to kick-off — late data is more reliable | 443 snapshots — robust data
21:07:03	21:15	8	SUSTAINED_DROP	Faetano vs Cosmos	1 (Faetano)	4.47	50%	-20.2%	5.60				Sustained odds drop: 5.60 → 4.47 (-20.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 1602 snapshots — robust data
21:07:03	21:15	8	SUSTAINED_DROP	Sunderland vs Liverpool	1 (Sunderland)	4.58	50%	-10.5%	5.12				Sustained odds drop: 5.12 → 4.58 (-10.5%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 443 snapshots — robust data
21:07:03	21:15	8	MIXED	West Ham vs Manchester Utd	2 (Manchester Utd)	1.71	30%	-3.4%	1.77				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 1602 snapshots — robust data
21:07:03	21:15	8	MIXED	San Giovanni vs Tre Penne	2 (Tre Penne)	1.19	30%	-4.8%	1.25				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 1602 snapshots — robust data
21:07:03	21:15	8	MIXED	Rio Ave vs Moreirense	X (Draw)	3.10	30%	-4.6%	3.25				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 164 snapshots — robust data
21:22:39	21:30	7	STEAM	Los Andes vs Almirante Brown	X (Draw)	2.40	95%	-11.1%	2.70				Steam move: odds dropped -11.1% | Sustained odds drop: 2.70 → 2.40 (-11.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 166 snapshots — robust data
21:22:39	21:30	7	STEAM	Botafogo RJ vs Flamengo RJ	2 (Flamengo RJ)	1.69	80%	-9.1%	1.86				Steam move: odds dropped -9.1% | Sustained odds drop: 1.86 → 1.69 (-9.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 162 snapshots — robust data
21:22:39	21:30	7	MIXED	Sporting CP vs Famalicao	1 (Sporting CP)	1.30	30%	-4.4%	1.36				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 166 snapshots — robust data
21:48:04	22:00	12	SUSTAINED_DROP	Venezuela U20 W vs Paraguay U20 W	1 (Venezuela U20 W)	2.72	47%	-40.7%	4.59				WATCH -- ceka prozor 0-30min | Domaćin ≥20% drop — MEGA signal | Drop: 4.59 -> 2.72 (+40.7%) | Srednje kvote | 1452min do KO (watch) | 1540 snapshotova
21:48:04	22:00	12	STEAM	Colombia U20 W vs Uruguay U20 W	1 (Colombia U20 W)	1.54	47%	-17.6%	1.87				WATCH -- ceka prozor 0-30min | Domaćin ≥10% drop — STRONG signal | Drop: 1.87 -> 1.54 (+17.6%) | Jaki favorit | 1452min do KO (watch) | STEAM detektiran | 1551 snapshotova
21:48:04	22:10	22	STEAM	Chico vs Jaguares de Cordoba	1 (Chico)	1.86	47%	-16.2%	2.22				WATCH -- ceka prozor 0-30min | Domaćin ≥10% drop — STRONG signal | Drop: 2.22 -> 1.86 (+16.2%) | Umjereni favorit | 2902min do KO (watch) | STEAM detektiran | 163 snapshotova
21:48:04	22:00	12	STEAM	Nublense vs A. Italiano	1 (Nublense)	2.07	44%	-6.3%	2.21				WATCH -- ceka prozor 0-30min | Domaćin ≥5% drop — solidan signal | Drop: 2.21 -> 2.07 (+6.3%) | Umjereni favorit | 7212min do KO (watch) | STEAM detektiran | 168 snapshotova
21:54:05	22:00	6	STEAM	Bahia W vs Cruzeiro W	1 (Bahia W)	7.92	95%	-11.5%	8.95				Steam move: odds dropped -11.5% | Sustained odds drop: 8.95 → 7.92 (-11.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 43 snapshots — robust data
21:54:05	22:00	6	STEAM	Limache vs O'Higgins	2 (O'Higgins)	2.60	95%	-13.3%	3.00				Steam move: odds dropped -13.3% | Sustained odds drop: 3.00 → 2.60 (-13.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 171 snapshots — robust data
21:54:05	22:00	6	STEAM	Venezuela U20 W vs Paraguay U20 W	X (Draw)	3.09	80%	-12.2%	3.52				Steam move: odds dropped -12.2% | Sustained odds drop: 3.52 → 3.09 (-12.2%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 1550 snapshots — robust data
21:54:05	22:00	6	STEAM	Fluminense vs Bangu	2 (Bangu)	12.66	80%	-30.6%	18.25				Steam move: odds dropped -30.6% | Sustained odds drop: 18.25 → 12.66 (-30.6%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 166 snapshots — robust data
21:54:05	22:00	6	STEAM	Everton vs Huachipato	X (Draw)	2.93	65%	-7.3%	3.16				Steam move: odds dropped -7.3% | Sustained odds drop: 3.16 → 2.93 (-7.3%) | Only 6 min to kick-off — late data is more reliable | 173 snapshots — robust data
21:54:05	22:00	6	SUSTAINED_DROP	Fluminense vs Bangu	X (Draw)	5.30	50%	-19.1%	6.55				Sustained odds drop: 6.55 → 5.30 (-19.1%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 166 snapshots — robust data
23:20:43	23:30	9	STEAM	Votuporanguense vs Taubate	1 (Votuporanguense)	1.82	47%	-18.0%	2.22				WATCH -- ceka prozor 0-30min | Domaćin ≥10% drop — STRONG signal | Drop: 2.22 -> 1.82 (+18.0%) | Umjereni favorit | 1450min do KO (watch) | STEAM detektiran | 181 snapshotova
23:20:43	23:45	24	STEAM	Talleres Cordoba vs Gimnasia Mendoza	1 (Talleres Cordoba)	1.79	46%	-10.9%	2.01				WATCH -- ceka prozor 0-30min | Domaćin ≥10% drop — STRONG signal | Drop: 2.01 -> 1.79 (+10.9%) | Umjereni favorit | 5784min do KO (watch) | STEAM detektiran | 178 snapshotova
23:20:43	23:30	9	STEAM	Maranhao vs Sampaio Correa	1 (Maranhao)	1.92	46%	-10.3%	2.14				WATCH -- ceka prozor 0-30min | Domaćin ≥10% drop — STRONG signal | Drop: 2.14 -> 1.92 (+10.3%) | Umjereni favorit | 1450min do KO (watch) | STEAM detektiran | 326 snapshotova
