captured_at	match_date	days_until	kick_off	match	bet	odds	opening	drop_pct	snapshots	confidence	score	market_consensus	type	stage	reason
22:18:56	2026-02-10	1	17:00	CSKA Sofia vs CSKA 1948 Sofia	1 (CSKA Sofia)	1.74	1.92	-9.4%	109	85%	70.5	DA	STEAM	early	Steam move: -9.4% | Drop: 1.92 → 1.74 (-9.4%) | Strong drop >8% | Market consensus — others rising | 109 snapshots | EARLY
22:04:39	2026-02-10	1	22:00	U. Magdalena vs Boca Juniors	1 (U. Magdalena)	1.46	1.61	-9.3%	673	85%	70.4	DA	STEAM	early	Steam move: -9.3% | Drop: 1.61 → 1.46 (-9.3%) | Strong drop >8% | Market consensus — others rising | 673 snapshots | EARLY
23:57:59	2026-02-10	1	20:45	Canvey vs Chatham	2 (Chatham)	1.46	1.61	-9.3%	146	85%	70.4	DA	STEAM	early	Steam move: -9.3% | Drop: 1.61 → 1.46 (-9.3%) | Strong drop >8% | Market consensus — others rising | 146 snapshots | EARLY
23:57:24	2026-02-12	3	14:30	Lok. Plovdiv vs Botev Plovdiv	2 (Botev Plovdiv)	2.29	3.03	-24.4%	26	70%	70.3	NE	STEAM	early	Steam move: -24.4% | Drop: 3.03 → 2.29 (-24.4%) | Strong drop >8% | 26 snapshots | EARLY
23:57:59	2026-02-10	1	20:45	Hednesford vs Hebburn Town	1 (Hednesford)	1.85	2.03	-8.9%	146	85%	69.7	DA	STEAM	early	Steam move: -8.9% | Drop: 2.03 → 1.85 (-8.9%) | Strong drop >8% | Market consensus — others rising | 146 snapshots | EARLY
23:57:59	2026-02-10	1	00:00	Club Leon W vs Necaxa W	1 (Club Leon W)	1.04	1.14	-8.8%	151	85%	69.5	DA	STEAM	early	Steam move: -8.8% | Drop: 1.14 → 1.04 (-8.8%) | Strong drop >8% | Market consensus — others rising | 151 snapshots | EARLY
23:01:04	2026-02-10	1	23:00	Monsoon vs Inter Santa Maria	2 (Inter Santa Maria)	2.69	3.27	-17.7%	710	70%	69.4	NE	STEAM	early	Steam move: -17.7% | Drop: 3.27 → 2.69 (-17.7%) | Strong drop >8% | 710 snapshots | EARLY
23:57:24	2026-02-16	7	21:00	Atletico Atlanta vs Quilmes	1 (Atletico Atlanta)	1.81	2.13	-15.0%	23	85%	69.1	DA	STEAM	early	Steam move: -15.0% | Drop: 2.13 → 1.81 (-15.0%) | Strong drop >8% | Market consensus — others rising | 23 snapshots | EARLY
23:57:59	2026-02-10	1	20:45	Bishop's Stortford vs Harborough	2 (Harborough)	1.65	1.80	-8.3%	146	85%	68.8	DA	STEAM	early	Steam move: -8.3% | Drop: 1.80 → 1.65 (-8.3%) | Strong drop >8% | Market consensus — others rising | 146 snapshots | EARLY
23:57:24	2026-02-14	5	17:00	Ried vs LASK	1 (Ried)	2.45	2.84	-13.7%	25	85%	67.5	DA	STEAM	early	Steam move: -13.7% | Drop: 2.84 → 2.45 (-13.7%) | Strong drop >8% | Market consensus — others rising | 25 snapshots | EARLY
23:57:24	2026-02-14	5	22:00	Limache vs O'Higgins	2 (O'Higgins)	2.59	3.00	-13.7%	25	85%	67.4	DA	STEAM	early	Steam move: -13.7% | Drop: 3.00 → 2.59 (-13.7%) | Strong drop >8% | Market consensus — others rising | 25 snapshots | EARLY
23:57:59	2026-02-10	1	13:00	GOSK Gabela vs Prijedor	2 (Prijedor)	2.11	2.55	-17.2%	87	70%	67.3	NE	STEAM	early	Steam move: -17.2% | Drop: 2.55 → 2.11 (-17.2%) | Strong drop >8% | 87 snapshots | EARLY
23:57:24	2026-02-16	7	19:00	Din. Bucuresti vs Unirea Slobozia	1 (Din. Bucuresti)	1.26	1.46	-13.7%	22	85%	66.8	DA	STEAM	early	Steam move: -13.7% | Drop: 1.46 → 1.26 (-13.7%) | Strong drop >8% | Market consensus — others rising | 22 snapshots | EARLY
23:57:24	2026-02-14	5	18:45	Excelsior vs AZ Alkmaar	1 (Excelsior)	3.47	4.44	-21.9%	25	70%	66.0	NE	STEAM	early	Steam move: -21.9% | Drop: 4.44 → 3.47 (-21.9%) | Strong drop >8% | 25 snapshots | EARLY
23:57:24	2026-02-13	4	21:00	Cajamarca vs Cusco	2 (Cusco)	2.36	2.68	-11.9%	26	85%	64.8	DA	STEAM	early	Steam move: -11.9% | Drop: 2.68 → 2.36 (-11.9%) | Strong drop >8% | Market consensus — others rising | 26 snapshots | EARLY
23:57:24	2026-02-11	2	17:00	Ludogorets vs Levski Sofia	1 (Ludogorets)	2.05	2.32	-11.6%	26	85%	64.3	DA	STEAM	early	Steam move: -11.6% | Drop: 2.32 → 2.05 (-11.6%) | Strong drop >8% | Market consensus — others rising | 26 snapshots | EARLY
23:57:59	2026-02-10	1	16:00	Sitra (Bhr) vs Al Ain (Uae)	2 (Al Ain (Uae))	2.18	2.57	-15.2%	89	70%	64.2	NE	STEAM	early	Steam move: -15.2% | Drop: 2.57 → 2.18 (-15.2%) | Strong drop >8% | 89 snapshots | EARLY
23:57:24	2026-02-14	5	00:30	Palestino vs U. De Chile	1 (Palestino)	3.01	3.80	-20.8%	24	70%	64.1	NE	STEAM	early	Steam move: -20.8% | Drop: 3.80 → 3.01 (-20.8%) | Strong drop >8% | 24 snapshots | EARLY
23:57:24	2026-02-11	2	20:00	Retro vs Sport Recife	2 (Sport Recife)	2.00	2.25	-11.1%	23	85%	62.9	DA	STEAM	early	Steam move: -11.1% | Drop: 2.25 → 2.00 (-11.1%) | Strong drop >8% | Market consensus — others rising | 23 snapshots | EARLY
23:57:24	2026-02-14	5	23:45	Talleres Cordoba vs Gimnasia Mendoza	1 (Talleres Cordoba)	1.83	2.01	-9.0%	25	95%	62.8	DA	LATE_SHARP	early	Late sharp move on 1 | Steam move: -9.0% | Drop: 2.01 → 1.83 (-9.0%) | Strong drop >8% | Market consensus — others rising | 25 snapshots | EARLY
23:57:24	2026-02-11	2	18:45	G.A. Eagles vs Heerenveen	1 (G.A. Eagles)	2.58	2.88	-10.4%	26	85%	62.4	DA	STEAM	early	Steam move: -10.4% | Drop: 2.88 → 2.58 (-10.4%) | Strong drop >8% | Market consensus — others rising | 26 snapshots | EARLY
23:57:59	2026-02-10	1	13:40	Al Anwar vs Jeddah	2 (Jeddah)	2.94	3.42	-14.0%	90	70%	62.4	NE	STEAM	early	Steam move: -14.0% | Drop: 3.42 → 2.94 (-14.0%) | Strong drop >8% | 90 snapshots | EARLY
23:57:59	2026-02-10	1	21:00	Napoli vs Como	2 (Como)	2.75	3.17	-13.2%	146	70%	62.2	NE	STEAM	early	Steam move: -13.2% | Drop: 3.17 → 2.75 (-13.2%) | Strong drop >8% | 146 snapshots | EARLY
23:57:24	2026-02-15	6	12:00	Vitoria Guimaraes B vs Os Belenenses	2 (Os Belenenses)	2.29	2.56	-10.5%	23	85%	62.0	DA	STEAM	early	Steam move: -10.5% | Drop: 2.56 → 2.29 (-10.5%) | Strong drop >8% | Market consensus — others rising | 23 snapshots | EARLY
23:57:24	2026-02-14	5	17:00	Tirol vs Sturm Graz	1 (Tirol)	3.13	3.88	-19.3%	25	70%	61.9	NE	STEAM	early	Steam move: -19.3% | Drop: 3.88 → 3.13 (-19.3%) | Strong drop >8% | 25 snapshots | EARLY
23:57:24	2026-02-15	6	16:00	Amora vs Covilha	1 (Amora)	1.87	2.09	-10.5%	23	85%	61.9	DA	STEAM	early	Steam move: -10.5% | Drop: 2.09 → 1.87 (-10.5%) | Strong drop >8% | Market consensus — others rising | 23 snapshots | EARLY
23:57:59	2026-02-10	1	14:00	Santa Clara U23 vs Famalicao U23	2 (Famalicao U23)	2.14	2.45	-12.7%	107	70%	61.2	NE	STEAM	early	Steam move: -12.7% | Drop: 2.45 → 2.14 (-12.7%) | Strong drop >8% | 107 snapshots | EARLY
23:57:24	2026-02-14	5	16:00	Sheffield Wed vs Millwall	2 (Millwall)	1.38	1.53	-9.8%	25	85%	61.2	DA	STEAM	early	Steam move: -9.8% | Drop: 1.53 → 1.38 (-9.8%) | Strong drop >8% | Market consensus — others rising | 25 snapshots | EARLY
23:57:24	2026-02-11	2	21:00	Motherwell vs Rangers	2 (Rangers)	2.08	2.30	-9.6%	26	85%	61.0	DA	STEAM	early	Steam move: -9.6% | Drop: 2.30 → 2.08 (-9.6%) | Strong drop >8% | Market consensus — others rising | 26 snapshots | EARLY
23:57:24	2026-02-12	3	19:30	Univ. Craiova vs FCSB	2 (FCSB)	2.83	3.19	-11.3%	49	95%	60.6	NE	LATE_SHARP	confirmed	Late sharp move on 2 | Steam move: -11.3% | Drop: 3.19 → 2.83 (-11.3%) | Strong drop >8% | 49 snapshots
23:57:24	2026-02-13	4	21:00	Shelbourne vs Shamrock Rovers	2 (Shamrock Rovers)	3.20	3.52	-9.1%	26	85%	60.2	DA	STEAM	early	Steam move: -9.1% | Drop: 3.52 → 3.20 (-9.1%) | Strong drop >8% | Market consensus — others rising | 26 snapshots | EARLY
23:57:24	2026-02-13	4	18:00	Leczna vs Stal Mielec	1 (Leczna)	2.00	2.20	-9.1%	26	85%	60.2	DA	STEAM	early	Steam move: -9.1% | Drop: 2.20 → 2.00 (-9.1%) | Strong drop >8% | Market consensus — others rising | 26 snapshots | EARLY
23:54:15	2026-02-15	6	16:00	Farul Constanta vs FC Rapid Bucuresti	1 (Farul Constanta)	3.02	3.33	-9.3%	22	85%	59.8	DA	STEAM	early	Steam move: -9.3% | Drop: 3.33 → 3.02 (-9.3%) | Strong drop >8% | Market consensus — others rising | 22 snapshots | EARLY
23:57:24	2026-02-15	6	14:30	Sekhukhune vs Orbit College	1 (Sekhukhune)	1.58	1.74	-9.2%	23	85%	59.8	DA	STEAM	early	Steam move: -9.2% | Drop: 1.74 → 1.58 (-9.2%) | Strong drop >8% | Market consensus — others rising | 23 snapshots | EARLY
23:57:24	2026-02-16	7	16:00	FC Hermannstadt vs CFR Cluj	2 (CFR Cluj)	1.97	2.17	-9.2%	22	85%	59.6	DA	STEAM	early	Steam move: -9.2% | Drop: 2.17 → 1.97 (-9.2%) | Strong drop >8% | Market consensus — others rising | 22 snapshots | EARLY
23:57:24	2026-02-14	5	17:30	Zaglebie vs Rakow	2 (Rakow)	2.00	2.19	-8.7%	25	85%	59.4	DA	STEAM	early	Steam move: -8.7% | Drop: 2.19 → 2.00 (-8.7%) | Strong drop >8% | Market consensus — others rising | 25 snapshots | EARLY
23:57:24	2026-02-14	5	21:00	Granada CF vs Valladolid	1 (Granada CF)	2.13	2.33	-8.6%	25	85%	59.2	DA	STEAM	early	Steam move: -8.6% | Drop: 2.33 → 2.13 (-8.6%) | Strong drop >8% | Market consensus — others rising | 25 snapshots | EARLY
23:57:59	2026-02-10	1	20:30	Casertana vs Crotone	2 (Crotone)	2.90	3.27	-11.3%	146	70%	59.1	NE	STEAM	early	Steam move: -11.3% | Drop: 3.27 → 2.90 (-11.3%) | Strong drop >8% | 146 snapshots | EARLY
23:57:24	2026-02-14	5	20:45	St. Liege vs Royale Union SG	2 (Royale Union SG)	1.72	1.88	-8.5%	25	85%	59.1	DA	STEAM	early	Steam move: -8.5% | Drop: 1.88 → 1.72 (-8.5%) | Strong drop >8% | Market consensus — others rising | 25 snapshots | EARLY
23:57:59	2026-02-10	1	14:45	Esteghlal F.C. vs Al Hussein	2 (Al Hussein)	3.47	3.94	-11.9%	89	70%	59.0	NE	STEAM	early	Steam move: -11.9% | Drop: 3.94 → 3.47 (-11.9%) | Strong drop >8% | 89 snapshots | EARLY
23:54:15	2026-02-11	2	20:00	Bari vs Spezia	2 (Spezia)	2.42	2.64	-8.3%	25	85%	58.8	DA	STEAM	early	Steam move: -8.3% | Drop: 2.64 → 2.42 (-8.3%) | Strong drop >8% | Market consensus — others rising | 25 snapshots | EARLY
23:57:59	2026-02-10	1	20:45	Carlisle vs Scunthorpe	2 (Scunthorpe)	2.66	2.98	-10.7%	146	70%	58.2	NE	STEAM	early	Steam move: -10.7% | Drop: 2.98 → 2.66 (-10.7%) | Strong drop >8% | 146 snapshots | EARLY
23:57:59	2026-02-10	1	20:00	FC Emmen vs Cambuur	1 (FC Emmen)	2.84	3.17	-10.4%	858	70%	57.7	NE	STEAM	early	Steam move: -10.4% | Drop: 3.17 → 2.84 (-10.4%) | Strong drop >8% | 858 snapshots | EARLY
23:23:38	2026-02-13	4	18:00	Anorthosis vs Krasava	1 (Anorthosis)	1.68	1.83	-8.2%	18	85%	57.1	DA	STEAM	early	Steam move: -8.2% | Drop: 1.83 → 1.68 (-8.2%) | Strong drop >8% | Market consensus — others rising | 18 snapshots | EARLY
23:57:59	2026-02-10	1	02:00	Santa Ana vs Consultants Desamparados	1 (Santa Ana)	2.19	2.43	-9.9%	142	70%	56.8	NE	STEAM	early	Steam move: -9.9% | Drop: 2.43 → 2.19 (-9.9%) | Strong drop >8% | 142 snapshots | EARLY
23:57:59	2026-02-10	1	19:00	CSC Dumbravita vs FC Arges	2 (FC Arges)	1.21	1.34	-9.7%	100	70%	56.5	NE	STEAM	early	Steam move: -9.7% | Drop: 1.34 → 1.21 (-9.7%) | Strong drop >8% | 100 snapshots | EARLY
23:57:24	2026-02-14	5	16:00	Portsmouth vs Sheffield Utd	1 (Portsmouth)	3.16	3.72	-15.0%	25	70%	55.1	NE	STEAM	early	Steam move: -15.0% | Drop: 3.72 → 3.16 (-15.0%) | Strong drop >8% | 25 snapshots | EARLY
23:57:24	2026-02-14	5	21:00	Maldonado vs Progreso	2 (Progreso)	2.58	2.99	-13.7%	25	70%	52.9	NE	STEAM	early	Steam move: -13.7% | Drop: 2.99 → 2.58 (-13.7%) | Strong drop >8% | 25 snapshots | EARLY
23:57:59	2026-02-10	1	14:00	Barnsley U21 vs Fleetwood U21	2 (Fleetwood U21)	2.51	2.73	-8.1%	86	70%	52.4	NE	STEAM	early	Steam move: -8.1% | Drop: 2.73 → 2.51 (-8.1%) | Strong drop >8% | 86 snapshots | EARLY
23:57:24	2026-02-15	6	21:00	Gimnasia L.P. vs Estudiantes L.P.	1 (Gimnasia L.P.)	3.13	3.42	-8.5%	23	95%	51.7	NE	LATE_SHARP	early	Late sharp move on 1 | Steam move: -8.5% | Drop: 3.42 → 3.13 (-8.5%) | Strong drop >8% | 23 snapshots | EARLY
23:57:24	2026-02-12	3	20:30	Antwerp vs Anderlecht	1 (Antwerp)	2.66	3.03	-12.2%	26	70%	50.7	NE	STEAM	early	Steam move: -12.2% | Drop: 3.03 → 2.66 (-12.2%) | Strong drop >8% | 26 snapshots | EARLY
23:57:24	2026-02-14	5	17:00	Cukaricki vs Vojvodina	2 (Vojvodina)	2.46	2.80	-12.1%	23	70%	50.0	NE	STEAM	early	Steam move: -12.1% | Drop: 2.80 → 2.46 (-12.1%) | Strong drop >8% | 23 snapshots | EARLY
23:57:24	2026-02-16	7	19:00	Tychy vs Odra Opole	2 (Odra Opole)	2.88	3.27	-11.9%	22	70%	49.5	NE	STEAM	early	Steam move: -11.9% | Drop: 3.27 → 2.88 (-11.9%) | Strong drop >8% | 22 snapshots | EARLY
23:57:24	2026-02-11	2	01:00	Venados vs Cancun	2 (Cancun)	3.08	3.45	-10.7%	26	70%	48.4	NE	STEAM	early	Steam move: -10.7% | Drop: 3.45 → 3.08 (-10.7%) | Strong drop >8% | 26 snapshots | EARLY
23:57:24	2026-02-12	3	02:30	Inter Bogotá vs Dep. Cali	1 (Inter Bogotá)	2.66	2.98	-10.7%	23	70%	47.8	NE	STEAM	early	Steam move: -10.7% | Drop: 2.98 → 2.66 (-10.7%) | Strong drop >8% | 23 snapshots | EARLY
23:57:24	2026-02-15	6	13:00	UTA Arad vs FC Botosani	2 (FC Botosani)	2.58	2.88	-10.4%	23	70%	47.3	NE	STEAM	early	Steam move: -10.4% | Drop: 2.88 → 2.58 (-10.4%) | Strong drop >8% | 23 snapshots | EARLY
23:57:24	2026-02-16	7	21:00	Coventry vs Middlesbrough	2 (Middlesbrough)	3.20	3.56	-10.1%	22	70%	46.6	NE	STEAM	early	Steam move: -10.1% | Drop: 3.56 → 3.20 (-10.1%) | Strong drop >8% | 22 snapshots | EARLY
23:57:24	2026-02-15	6	23:00	Racing Cordoba vs CA Estudiantes	2 (CA Estudiantes)	2.80	3.11	-10.0%	23	70%	46.5	NE	STEAM	early	Steam move: -10.0% | Drop: 3.11 → 2.80 (-10.0%) | Strong drop >8% | 23 snapshots | EARLY
23:57:24	2026-02-15	6	22:00	Botafogo RJ vs Flamengo RJ	2 (Flamengo RJ)	1.67	1.86	-10.2%	19	70%	46.1	NE	STEAM	early	Steam move: -10.2% | Drop: 1.86 → 1.67 (-10.2%) | Strong drop >8% | 19 snapshots | EARLY
23:57:24	2026-02-11	2	20:30	St. Gallen vs Young Boys	1 (St. Gallen)	2.33	2.56	-9.0%	26	70%	45.6	NE	STEAM	early	Steam move: -9.0% | Drop: 2.56 → 2.33 (-9.0%) | Strong drop >8% | 26 snapshots | EARLY
23:54:15	2026-02-15	6	21:15	Comerciantes Unidos vs Los Chankas	2 (Los Chankas)	3.23	3.52	-8.2%	22	70%	43.6	NE	STEAM	early	Steam move: -8.2% | Drop: 3.52 → 3.23 (-8.2%) | Strong drop >8% | 22 snapshots | EARLY
23:11:21	2026-02-12	3	01:15	Central Cordoba vs Gimnasia Jujuy	1 (Central Cordoba)	2.07	2.26	-8.4%	20	70%	43.4	NE	STEAM	early	Steam move: -8.4% | Drop: 2.26 → 2.07 (-8.4%) | Strong drop >8% | 20 snapshots | EARLY
22:30:45	2026-02-14	5	17:00	Polokwane vs Siwelele	2 (Siwelele)	3.13	3.41	-8.2%	13	70%	41.3	NE	STEAM	early	Steam move: -8.2% | Drop: 3.41 → 3.13 (-8.2%) | Strong drop >8% | 13 snapshots | EARLY
