captured_at	kick_off	min_to_ko	type	match	bet	odds	confidence	change	opening	edge	fair_odds	kelly	reason
13:53:32	14:00	6	STEAM	Umraniyespor vs Istanbulspor AS	X (Draw)	3.21	65%	-5.3%	3.39				Steam move: odds dropped -5.3% | Sustained odds drop: 3.39 → 3.21 (-5.3%) | Only 7 min to kick-off — late data is more reliable | 227 snapshots — robust data
13:53:32	14:00	6	STEAM	Adana Demirspor vs Bodrumspor	1 (Adana Demirspor)	49.19	65%	-6.9%	52.85				Steam move: odds dropped -6.9% | Sustained odds drop: 52.85 → 49.19 (-6.9%) | Only 7 min to kick-off — late data is more reliable | 227 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	Kaizer Chiefs (Rsa) vs Al Masry (Egy)	2 (Al Masry (Egy))	3.98	50%	+31.4%	3.03				Late sharp move detected on 2 | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	SUSTAINED_DROP	ZESCO (Zam) vs Zamalek (Egy)	1 (ZESCO (Zam))	3.90	50%	-35.2%	6.02				Sustained odds drop: 6.02 → 3.90 (-35.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	Francana vs Uniao Suzano	1 (Francana)	2.12	50%	+14.0%	1.86				Late sharp move detected on 1 | Only 7 min to kick-off — late data is more reliable | 203 snapshots — robust data
13:53:32	14:00	6	SUSTAINED_DROP	Francana vs Uniao Suzano	X (Draw)	2.89	50%	-8.8%	3.17				Sustained odds drop: 3.17 → 2.89 (-8.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 203 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	Itapirense vs XV de Jau	1 (Itapirense)	3.00	50%	+42.9%	2.10				Late sharp move detected on 1 | Only 7 min to kick-off — late data is more reliable | 211 snapshots — robust data
13:53:32	14:00	6	SUSTAINED_DROP	Itapirense vs XV de Jau	X (Draw)	2.62	50%	-12.7%	3.00				Sustained odds drop: 3.00 → 2.62 (-12.7%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 211 snapshots — robust data
13:53:32	14:00	6	VALUE+LATE_SHARP	Aigle Moungo vs Canon Yaounde	1 (Aigle Moungo)	3.28	50%	+43.9%	2.28	+3.2%	3.18	0.4%	Late sharp move detected on 1 | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	SUSTAINED_DROP	Trikala W vs Kifisia W	1 (Trikala W)	3.35	50%	-23.5%	4.38				Sustained odds drop: 4.38 → 3.35 (-23.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	Mezokovesd-Zsory vs Tiszakecske	1 (Mezokovesd-Zsory)	1.84	50%	+1.7%	1.81				Late sharp move detected on 1 | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	Negeri Sembilan vs Selangor	1 (Negeri Sembilan)	3.88	50%	+1.3%	3.83				Late sharp move detected on 1 | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	TS Galaxy vs Marumo Gallants	1 (TS Galaxy)	2.13	50%	+0.0%	2.13				Late sharp move detected on 1 | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	SUSTAINED_DROP	Jeonbuk (Kor) vs Malmo FF (Swe)	1 (Jeonbuk (Kor))	2.73	50%	-28.3%	3.81				Sustained odds drop: 3.81 → 2.73 (-28.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 227 snapshots — robust data
13:53:32	14:00	6	SUSTAINED_DROP	Kaizer Chiefs (Rsa) vs Al Masry (Egy)	1 (Kaizer Chiefs (Rsa))	2.19	35%	-5.6%	2.32				Sustained odds drop: 2.32 → 2.19 (-5.6%) | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	SUSTAINED_DROP	Aigle Moungo vs Canon Yaounde	X (Draw)	2.65	35%	-8.0%	2.88				Sustained odds drop: 2.88 → 2.65 (-8.0%) | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	MIXED	Southampton U21 vs Liverpool U21	2 (Liverpool U21)	2.17	30%	-2.7%	2.23				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	MIXED	Mezokovesd-Zsory vs Tiszakecske	X (Draw)	3.25	30%	-3.9%	3.38				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	MIXED	Negeri Sembilan vs Selangor	X (Draw)	3.69	30%	-3.9%	3.84				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	MIXED	Birkirkara vs Valletta	X (Draw)	3.01	30%	-2.9%	3.10				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	MIXED	Dodoma Jiji vs Kinondoni MC	2 (Kinondoni MC)	4.67	30%	-2.7%	4.80				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 227 snapshots — robust data
14:13:40	14:20	6	STEAM	Sohar vs Sur Club	1 (Sohar)	1.89	80%	-7.8%	2.05				Steam move: odds dropped -7.8% | Sustained odds drop: 2.05 → 1.89 (-7.8%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 232 snapshots — robust data
14:13:40	14:20	6	STEAM	Bahla vs Al-Samail	1 (Bahla)	2.00	65%	-5.7%	2.12				Steam move: odds dropped -5.7% | Sustained odds drop: 2.12 → 2.00 (-5.7%) | Only 6 min to kick-off — late data is more reliable | 239 snapshots — robust data
14:17:07	14:25	8	LATE_SHARP	Bani Yas U23 vs Dibba Al Fujairah U23	1 (Bani Yas U23)	2.06	95%	-9.2%	2.27				Late sharp move detected on 1 | Steam move: odds dropped -9.2% | Sustained odds drop: 2.27 → 2.06 (-9.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 219 snapshots — robust data
14:17:07	14:25	8	STEAM	Ajman U23 vs Ittihad Kalba U23	X (Draw)	3.42	65%	-5.8%	3.63				Steam move: odds dropped -5.8% | Sustained odds drop: 3.63 → 3.42 (-5.8%) | Only 8 min to kick-off — late data is more reliable | 233 snapshots — robust data
14:38:36	14:45	6	MIXED	Rakow vs Radomiak Radom	1 (Rakow)	1.73	30%	-3.9%	1.80				Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 204 snapshots — robust data
14:53:51	15:00	6	STEAM	Stockay-Warfusee vs Meux	2 (Meux)	2.42	95%	-10.0%	2.69				Steam move: odds dropped -10.0% | Sustained odds drop: 2.69 → 2.42 (-10.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Leuven B vs Tienen	X (Draw)	3.23	95%	-8.8%	3.54				Steam move: odds dropped -8.8% | Sustained odds drop: 3.54 → 3.23 (-8.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Nottingham W vs Charlton W	1 (Nottingham W)	2.76	95%	-12.9%	3.17				Steam move: odds dropped -12.9% | Sustained odds drop: 3.17 → 2.76 (-12.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Portsmouth W vs Ipswich W	1 (Portsmouth W)	2.29	95%	-11.9%	2.60				Steam move: odds dropped -11.9% | Sustained odds drop: 2.60 → 2.29 (-11.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Southampton W vs Newcastle Utd W	2 (Newcastle Utd W)	1.87	95%	-11.4%	2.11				Steam move: odds dropped -11.4% | Sustained odds drop: 2.11 → 1.87 (-11.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Vasas vs Kecskemeti TE	2 (Kecskemeti TE)	2.94	95%	-10.4%	3.28				Steam move: odds dropped -10.4% | Sustained odds drop: 3.28 → 2.94 (-10.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Club Milano vs Sestri Levante	2 (Sestri Levante)	1.62	95%	-18.2%	1.98				Steam move: odds dropped -18.2% | Sustained odds drop: 1.98 → 1.62 (-18.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Vigor Senigallia vs Fossombrone	X (Draw)	2.50	95%	-17.5%	3.03				Steam move: odds dropped -17.5% | Sustained odds drop: 3.03 → 2.50 (-17.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Sarnese vs Ferrandina	1 (Sarnese)	1.65	95%	-11.3%	1.86				Steam move: odds dropped -11.3% | Sustained odds drop: 1.86 → 1.65 (-11.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Tre Fiori vs Domagnano	1 (Tre Fiori)	1.35	95%	-8.2%	1.47				Steam move: odds dropped -8.2% | Sustained odds drop: 1.47 → 1.35 (-8.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Rouisset vs Constantine	1 (Rouisset)	2.47	80%	-5.7%	2.62				Steam move: odds dropped -5.7% | Sustained odds drop: 2.62 → 2.47 (-5.7%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Cercle Brugge KSV 2 vs SK Roeselare	1 (Cercle Brugge KSV 2)	2.37	80%	-13.8%	2.75				Steam move: odds dropped -13.8% | Sustained odds drop: 2.75 → 2.37 (-13.8%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Boom vs Bocholter	2 (Bocholter)	2.02	80%	-15.8%	2.40				Steam move: odds dropped -15.8% | Sustained odds drop: 2.40 → 2.02 (-15.8%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Varazdin vs Osijek	2 (Osijek)	3.17	80%	-5.7%	3.36				Steam move: odds dropped -5.7% | Sustained odds drop: 3.36 → 3.17 (-5.7%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Brighton vs Crystal Palace	2 (Crystal Palace)	3.43	80%	-8.0%	3.73				Steam move: odds dropped -8.0% | Sustained odds drop: 3.73 → 3.43 (-8.0%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Exeter W vs Billericay W	X (Draw)	21.30	80%	-8.2%	23.20				Steam move: odds dropped -8.2% | Sustained odds drop: 23.20 → 21.30 (-8.2%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Crystal Palace W vs Bristol City W	1 (Crystal Palace W)	2.08	80%	-5.9%	2.21				Steam move: odds dropped -5.9% | Sustained odds drop: 2.21 → 2.08 (-5.9%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	STEAM	Lyon W vs St Etienne W	X (Draw)	12.32	80%	-32.9%	18.35				Steam move: odds dropped -32.9% | Sustained odds drop: 18.35 → 12.32 (-32.9%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 208 snapshots — robust data
14:53:51	15:00	6	STEAM	Panserraikos vs AEK Athens	X (Draw)	5.61	80%	-8.6%	6.14				Steam move: odds dropped -8.6% | Sustained odds drop: 6.14 → 5.61 (-8.6%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Juventus U20 vs Verona U20	2 (Verona U20)	3.21	80%	-10.8%	3.60				Steam move: odds dropped -10.8% | Sustained odds drop: 3.60 → 3.21 (-10.8%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Lecce vs Udinese	1 (Lecce)	2.92	80%	-8.8%	3.20				Steam move: odds dropped -8.8% | Sustained odds drop: 3.20 → 2.92 (-8.8%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Monza vs Avellino	1 (Monza)	1.49	80%	-5.1%	1.57				Steam move: odds dropped -5.1% | Sustained odds drop: 1.57 → 1.49 (-5.1%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Lavagnese vs Sanremese	X (Draw)	2.76	80%	-11.5%	3.12				Steam move: odds dropped -11.5% | Sustained odds drop: 3.12 → 2.76 (-11.5%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Ligorna vs Imperia	2 (Imperia)	5.53	80%	-18.9%	6.82				Steam move: odds dropped -18.9% | Sustained odds drop: 6.82 → 5.53 (-18.9%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Moghreb Tetouan vs RAC Casablanca	X (Draw)	4.06	80%	-11.6%	4.59				Steam move: odds dropped -11.6% | Sustained odds drop: 4.59 → 4.06 (-11.6%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 17 snapshots — robust data
14:53:51	15:00	6	STEAM	Virtus vs San Marino Academy U22	2 (San Marino Academy U22)	19.35	80%	-8.1%	21.05				Steam move: odds dropped -8.1% | Sustained odds drop: 21.05 → 19.35 (-8.1%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Szeged vs Bekescsaba 1912	X (Draw)	3.20	65%	-5.6%	3.39				Steam move: odds dropped -5.6% | Sustained odds drop: 3.39 → 3.20 (-5.6%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Bohemians vs St. Patricks	2 (St. Patricks)	2.83	65%	-7.5%	3.06				Steam move: odds dropped -7.5% | Sustained odds drop: 3.06 → 2.83 (-7.5%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Napoli W vs Ternana W	2 (Ternana W)	5.00	65%	-6.7%	5.36				Steam move: odds dropped -6.7% | Sustained odds drop: 5.36 → 5.00 (-6.7%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Virtus Francavilla vs Paganese	X (Draw)	2.77	65%	-5.1%	2.92				Steam move: odds dropped -5.1% | Sustained odds drop: 2.92 → 2.77 (-5.1%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	ACR Messina vs Enna	1 (ACR Messina)	1.75	65%	-5.4%	1.85				Steam move: odds dropped -5.4% | Sustained odds drop: 1.85 → 1.75 (-5.4%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Fiorentino vs Folgore	X (Draw)	3.37	65%	-7.9%	3.66				Steam move: odds dropped -7.9% | Sustained odds drop: 3.66 → 3.37 (-7.9%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Altay vs Bornova 1877	X (Draw)	3.20	65%	-7.2%	3.45				Steam move: odds dropped -7.2% | Sustained odds drop: 3.45 → 3.20 (-7.2%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Konyaspor vs Goztepe	1 (Konyaspor)	2.58	65%	-6.2%	2.75				Steam move: odds dropped -6.2% | Sustained odds drop: 2.75 → 2.58 (-6.2%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	STEAM	Rizespor vs Galatasaray	1 (Rizespor)	5.01	65%	-5.5%	5.30				Steam move: odds dropped -5.5% | Sustained odds drop: 5.30 → 5.01 (-5.5%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	LATE_SHARP	Southampton W vs Newcastle Utd W	1 (Southampton W)	3.73	50%	+18.0%	3.16				Late sharp move detected on 1 | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	SUSTAINED_DROP	Panserraikos vs AEK Athens	1 (Panserraikos)	10.59	50%	-10.9%	11.89				Sustained odds drop: 11.89 → 10.59 (-10.9%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	LATE_SHARP	O. Ljubljana vs Celje	X (Draw)	3.29	50%	+1.2%	3.25				Late sharp move detected on X | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	LATE_SHARP	Altay vs Bornova 1877	2 (Bornova 1877)	3.87	50%	+14.5%	3.38				Late sharp move detected on 2 | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	SUSTAINED_DROP	Brighton vs Crystal Palace	X (Draw)	3.30	35%	-7.6%	3.57				Sustained odds drop: 3.57 → 3.30 (-7.6%) | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
14:53:51	15:00	6	SUSTAINED_DROP	Lavagnese vs Sanremese	1 (Lavagnese)	3.05	35%	-7.0%	3.28				Sustained odds drop: 3.28 → 3.05 (-7.0%) | Only 6 min to kick-off — late data is more reliable | 207 snapshots — robust data
14:53:51	15:00	6	MIXED	Union Rochefortoise vs Renaissance Mons	1 (Union Rochefortoise)	5.34	30%	-3.4%	5.53				Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 209 snapshots — robust data
15:08:14	15:15	7	STEAM	Strasbourg W vs Marseille W	1 (Strasbourg W)	2.02	95%	-9.4%	2.23				Steam move: odds dropped -9.4% | Sustained odds drop: 2.23 → 2.02 (-9.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 212 snapshots — robust data
15:08:14	15:15	7	STEAM	Zalgiris (Ltu) vs Hegelmann (Ltu)	1 (Zalgiris (Ltu))	1.85	80%	-23.5%	2.42				Steam move: odds dropped -23.5% | Sustained odds drop: 2.42 → 1.85 (-23.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 212 snapshots — robust data
15:19:22	15:25	6	STEAM	Tottenham W vs Chelsea W	1 (Tottenham W)	7.03	65%	-6.5%	7.52				Steam move: odds dropped -6.5% | Sustained odds drop: 7.52 → 7.03 (-6.5%) | Only 6 min to kick-off — late data is more reliable | 215 snapshots — robust data
15:22:43	15:30	7	STEAM	Savoia vs Sambiase	1 (Savoia)	1.56	95%	-11.4%	1.76				Steam move: odds dropped -11.4% | Sustained odds drop: 1.76 → 1.56 (-11.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	STEAM	Dynamo Douala vs Aigle Royal	2 (Aigle Royal)	3.02	80%	-26.3%	4.10				Steam move: odds dropped -26.3% | Sustained odds drop: 4.10 → 3.02 (-26.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	STEAM	Panthere vs Gazelle	2 (Gazelle)	3.33	80%	-9.3%	3.67				Steam move: odds dropped -9.3% | Sustained odds drop: 3.67 → 3.33 (-9.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	STEAM	Ionikos vs Agias Marinas	2 (Agias Marinas)	19.06	80%	-11.3%	21.50				Steam move: odds dropped -11.3% | Sustained odds drop: 21.50 → 19.06 (-11.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	STEAM	Hamilton W vs Rangers W	1 (Hamilton W)	31.34	80%	-31.4%	45.72				Steam move: odds dropped -31.4% | Sustained odds drop: 45.72 → 31.34 (-31.4%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	STEAM	Sumqayit vs Zira	X (Draw)	2.84	65%	-7.8%	3.08				Steam move: odds dropped -7.8% | Sustained odds drop: 3.08 → 2.84 (-7.8%) | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	STEAM	Bafang vs Victoria United	2 (Victoria United)	2.47	65%	-6.4%	2.64				Steam move: odds dropped -6.4% | Sustained odds drop: 2.64 → 2.47 (-6.4%) | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	SUSTAINED_DROP	Dynamo Douala vs Aigle Royal	X (Draw)	2.66	50%	-9.8%	2.95				Sustained odds drop: 2.95 → 2.66 (-9.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	SUSTAINED_DROP	Panthere vs Gazelle	X (Draw)	2.64	50%	-10.8%	2.96				Sustained odds drop: 2.96 → 2.64 (-10.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:22:43	15:30	7	LATE_SHARP	Hamilton W vs Rangers W	X (Draw)	15.45	50%	-2.1%	15.78				Late sharp move detected on X | Only 7 min to kick-off — late data is more reliable | 216 snapshots — robust data
15:37:01	15:45	8	STEAM	Inter W vs Fiorentina W	1 (Inter W)	1.83	95%	-8.0%	1.99				Steam move: odds dropped -8.0% | Sustained odds drop: 1.99 → 1.83 (-8.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 221 snapshots — robust data
15:54:45	16:00	5	STEAM	Francs Borains vs RWDM Brussels	1 (Francs Borains)	1.96	95%	-14.8%	2.30				Steam move: odds dropped -14.8% | Sustained odds drop: 2.30 → 1.96 (-14.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 5 min to kick-off — late data is more reliable | 226 snapshots — robust data
15:54:45	16:00	5	STEAM	Rodange vs Hostert	2 (Hostert)	2.07	95%	-20.1%	2.59				Steam move: odds dropped -20.1% | Sustained odds drop: 2.59 → 2.07 (-20.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	LATE_SHARP	Ikorodu City vs Niger Tornadoes	2 (Niger Tornadoes)	6.58	95%	-11.6%	7.44				Late sharp move detected on 2 | Steam move: odds dropped -11.6% | Sustained odds drop: 7.44 → 6.58 (-11.6%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	LATE_SHARP	Nasarawa vs Bayelsa United	2 (Bayelsa United)	5.80	95%	-24.8%	7.71				Late sharp move detected on 2 | Steam move: odds dropped -24.8% | Sustained odds drop: 7.71 → 5.80 (-24.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Al-Kharitiyath vs Al Mesaimeer	1 (Al-Kharitiyath)	1.80	95%	-11.3%	2.03				Steam move: odds dropped -11.3% | Sustained odds drop: 2.03 → 1.80 (-11.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	FC Botosani vs Metaloglobus Bucharest	1 (FC Botosani)	1.22	95%	-9.6%	1.35				Steam move: odds dropped -9.6% | Sustained odds drop: 1.35 → 1.22 (-9.6%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Real Sociedad W vs Badalona W	1 (Real Sociedad W)	1.62	95%	-10.0%	1.80				Steam move: odds dropped -10.0% | Sustained odds drop: 1.80 → 1.62 (-10.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Ordino vs Inter Escaldes	X (Draw)	4.77	80%	-30.0%	6.81				Steam move: odds dropped -30.0% | Sustained odds drop: 6.81 → 4.77 (-30.0%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 226 snapshots — robust data
15:54:45	16:00	5	STEAM	Huachipato vs U. De Chile	2 (U. De Chile)	1.81	80%	-7.2%	1.95				Steam move: odds dropped -7.2% | Sustained odds drop: 1.95 → 1.81 (-7.2%) | Other outcomes rising while this drops — market consensus | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Midtjylland vs FC Copenhagen	2 (FC Copenhagen)	2.97	80%	-10.8%	3.33				Steam move: odds dropped -10.8% | Sustained odds drop: 3.33 → 2.97 (-10.8%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Renaissance Zemamra vs IR Tanger	2 (IR Tanger)	3.49	80%	-14.9%	4.10				Steam move: odds dropped -14.9% | Sustained odds drop: 4.10 → 3.49 (-14.9%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Warri Wolves vs El Kanemi	2 (El Kanemi)	5.26	80%	-29.8%	7.49				Steam move: odds dropped -29.8% | Sustained odds drop: 7.49 → 5.26 (-29.8%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Machico vs Chaves B	1 (Machico)	2.19	80%	-18.6%	2.69				Steam move: odds dropped -18.6% | Sustained odds drop: 2.69 → 2.19 (-18.6%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Oriental vs Malveira	2 (Malveira)	2.43	80%	-12.3%	2.77				Steam move: odds dropped -12.3% | Sustained odds drop: 2.77 → 2.43 (-12.3%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Braga W vs Valadares Gaia W	2 (Valadares Gaia W)	2.78	80%	-40.2%	4.65				Steam move: odds dropped -40.2% | Sustained odds drop: 4.65 → 2.78 (-40.2%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Torreense W vs Maritimo W	1 (Torreense W)	1.20	80%	-7.0%	1.29				Steam move: odds dropped -7.0% | Sustained odds drop: 1.29 → 1.20 (-7.0%) | Other outcomes rising while this drops — market consensus | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
15:54:45	16:00	5	STEAM	Rio Ave W vs Racing Power W	X (Draw)	3.10	80%	-10.1%	3.45				Steam move: odds dropped -10.1% | Sustained odds drop: 3.45 → 3.10 (-10.1%) | Strong drop >8% | Only 5 min to kick-off — late data is more reliable | 225 snapshots — robust data
